Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] New
fa1537a,FATAATA-x1537_A_401_v1,FATAATA-x1537,Z1216833237,CNc1nccc2ccccc12,FATAATA-x1168/A/142/A_v1,False,4a - FATAATA-x1168/A/400,4 - FATAATA-x1168/A/400/1,F1d - FATAATA-x1168/A/400/1,A1 - dimer,F1 - original-I222,4a - fa1168/A/400,4 - fa1168/A/400/1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,fa1537a,True
fa1537b,FATAATA-x1537_B_401_v1,FATAATA-x1537,Z1216833237,CNc1nccc2ccccc12,FATAATA-x1168/A/142/A_v1,False,4a - FATAATA-x1168/A/400,4 - FATAATA-x1168/A/400/1,F1d - FATAATA-x1168/A/400/1,A1 - dimer,F1 - original-I222,4a - fa1168/A/400,4 - fa1168/A/400/1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,fa1537a,True
fa1539a,FATAATA-x1539_A_401_v1,FATAATA-x1539,Z1216861874,O=c1ccc(OC(F)F)c[nH]1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1539a,True
fa1539b,FATAATA-x1539_B_401_v1,FATAATA-x1539,Z1216861874,O=c1ccc(OC(F)F)c[nH]1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1539a,True
fa1540a,FATAATA-x1540_A_361_v1,FATAATA-x1540,Z1217131798,Cc1nccn1-c1cccnc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1540a,True
fa1540b,FATAATA-x1540_B_360_v1,FATAATA-x1540,Z1217131798,Cc1nccn1-c1cccnc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1540a,True
fa1541a,FATAATA-x1541_A_360_v1,FATAATA-x1541,Z1220452176,CC(=O)NCCc1c[nH]c2ccc(F)cc12,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1541a,True
fa1541b,FATAATA-x1541_B_401_v1,FATAATA-x1541,Z1220452176,CC(=O)NCCc1c[nH]c2ccc(F)cc12,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1541a,True
fa1545a,FATAATA-x1545_A_401_v1,FATAATA-x1545,Z1230795916,CC(C)CNC(=O)c1nccn1C,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1545a,True
fa1545b,FATAATA-x1545_B_401_v1,FATAATA-x1545,Z1230795916,CC(C)CNC(=O)c1nccn1C,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1545a,True
fa1563a,FATAATA-x1563_A_361_v1,FATAATA-x1563,Z1259207775,Cn1cc(N)c(C(=O)NC2CCC2)n1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1563a,True
fa1563b,FATAATA-x1563_B_401_v1,FATAATA-x1563,Z1259207775,Cn1cc(N)c(C(=O)NC2CCC2)n1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1563a,True
fa1571a,FATAATA-x1571_A_361_v1,FATAATA-x1571,Z1265813904,CN(C)C(=O)c1cc2cccc(F)c2o1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1571a,True
fa1571b,FATAATA-x1571_B_360_v1,FATAATA-x1571,Z1265813904,CN(C)C(=O)c1cc2cccc(F)c2o1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1571a,True
fa1573a,FATAATA-x1573_A_361_v1,FATAATA-x1573,Z1267773765,CN[C@@H]1CCN(c2ccccc2F)C1=O,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1573a,True
fa1573b,FATAATA-x1573_B_360_v1,FATAATA-x1573,Z1267773765,CN[C@@H]1CCN(c2ccccc2F)C1=O,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1573a,True
fa1596a,FATAATA-x1596_A_361_v1,FATAATA-x1596,Z1342868616,OC1CN(C(c2ccccc2)c2ccccc2)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1596a,True
fa1596b,FATAATA-x1596_B_360_v1,FATAATA-x1596,Z1342868616,OC1CN(C(c2ccccc2)c2ccccc2)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1596a,True
fa1614a,FATAATA-x1614_A_361_v1,FATAATA-x1614,Z1449748885,COc1ccc(NC(=O)C[NH3+])cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1614a,True
fa1614b,FATAATA-x1614_B_360_v1,FATAATA-x1614,Z1449748885,COc1ccc(NC(=O)C[NH3+])cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1614a,True
fa1620a,FATAATA-x1620_A_401_v1,FATAATA-x1620,Z147646786,O=C([O-])COCc1ccccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1620a,True
fa1620b,FATAATA-x1620_B_401_v1,FATAATA-x1620,Z147646786,O=C([O-])COCc1ccccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1620a,True
fa1629a,FATAATA-x1629_A_401_v1,FATAATA-x1629,Z1503180352,COc1cccc2c1CCCC(=O)N2,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1629a,True
fa1629b,FATAATA-x1629_B_360_v1,FATAATA-x1629,Z1503180352,COc1cccc2c1CCCC(=O)N2,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1629a,True
fa1644a,FATAATA-x1644_A_360_v1,FATAATA-x1644,Z1562205518,NC(=O)c1cnn(CCO)c1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1644a,True
fa1644b,FATAATA-x1644_B_401_v1,FATAATA-x1644,Z1562205518,NC(=O)c1cnn(CCO)c1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1644a,True
fa1647a,FATAATA-x1647_A_501_v1,FATAATA-x1647,Z1575337975,Fc1ccc(-c2cc[nH]n2)nc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1647a,True
fa1647b,FATAATA-x1647_A_502_v1,FATAATA-x1647,Z1575337975,Fc1ccc(-c2cc[nH]n2)nc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1647a,True
fa1647c,FATAATA-x1647_A_503_v1,FATAATA-x1647,Z1575337975,Fc1ccc(-c2cc[nH]n2)nc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1647a,True
fa1647d,FATAATA-x1647_B_360_v1,FATAATA-x1647,Z1575337975,Fc1ccc(-c2cc[nH]n2)nc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1647a,True
fa1647e,FATAATA-x1647_B_401_v1,FATAATA-x1647,Z1575337975,Fc1ccc(-c2cc[nH]n2)nc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1647a,True
fa1647f,FATAATA-x1647_B_402_v1,FATAATA-x1647,Z1575337975,Fc1ccc(-c2cc[nH]n2)nc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1647a,True
fa1652a,FATAATA-x1652_A_401_v1,FATAATA-x1652,Z1601639621,Fc1cccnc1N[C@H]1CCCOCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1652a,True
fa1652b,FATAATA-x1652_B_401_v1,FATAATA-x1652,Z1601639621,Fc1cccnc1N[C@H]1CCCOCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1652a,True
fa1657a,FATAATA-x1657_A_361_v1,FATAATA-x1657,Z1639162606,CNS(=O)(=O)c1cccc(C)c1F,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1657a,True
fa1657b,FATAATA-x1657_B_401_v1,FATAATA-x1657,Z1639162606,CNS(=O)(=O)c1cccc(C)c1F,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1657a,True
fa1682a,FATAATA-x1682_A_401_v1,FATAATA-x1682,Z1916655441,NCc1noc(-c2ccccc2F)n1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1682a,True
fa1682b,FATAATA-x1682_B_401_v1,FATAATA-x1682,Z1916655441,NCc1noc(-c2ccccc2F)n1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1682a,True
fa1684a,FATAATA-x1684_A_360_v1,FATAATA-x1684,Z192955056,COC(=O)N1CCN(c2ccc(F)cc2)CC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1684a,True
fa1684b,FATAATA-x1684_B_401_v1,FATAATA-x1684,Z192955056,COC(=O)N1CCN(c2ccc(F)cc2)CC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1684a,True
fa1708a,FATAATA-x1708_A_361_v1,FATAATA-x1708,Z2072621991,O=C(COC(F)F)N1C[C@H]2CCC[C@H]2C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1708a,True
fa1708b,FATAATA-x1708_B_360_v1,FATAATA-x1708,Z2072621991,O=C(COC(F)F)N1C[C@H]2CCC[C@H]2C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1708a,True
fa1721a,FATAATA-x1721_A_360_v1,FATAATA-x1721,Z2217052426,C[C@H]1[C@H](O)CCCN1Cc1ccccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1721a,True
fa1721b,FATAATA-x1721_B_401_v1,FATAATA-x1721,Z2217052426,C[C@H]1[C@H](O)CCCN1Cc1ccccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1721a,True
fa1735a,FATAATA-x1735_A_360_v1,FATAATA-x1735,Z228587394,COc1ccnc(N2CCNCC2)n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1735a,True
fa1735b,FATAATA-x1735_B_401_v1,FATAATA-x1735,Z228587394,COc1ccnc(N2CCNCC2)n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1735a,True
fa1747a,FATAATA-x1747_A_401_v1,FATAATA-x1747,Z239127534,Nc1cccc(OCc2ccccc2)c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1747a,True
fa1747b,FATAATA-x1747_A_402_v1,FATAATA-x1747,Z239127534,Nc1cccc(OCc2ccccc2)c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1747a,True
fa1747c,FATAATA-x1747_B_360_v1,FATAATA-x1747,Z239127534,Nc1cccc(OCc2ccccc2)c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1747a,True
fa1747d,FATAATA-x1747_B_401_v1,FATAATA-x1747,Z239127534,Nc1cccc(OCc2ccccc2)c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1747a,True
fa1754a,FATAATA-x1754_A_401_v1,FATAATA-x1754,Z240654968,CCCC(=O)Nc1cccnc1Cl,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1754a,True
fa1754b,FATAATA-x1754_B_401_v1,FATAATA-x1754,Z240654968,CCCC(=O)Nc1cccnc1Cl,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1754a,True
fa1758a,FATAATA-x1758_A_360_v1,FATAATA-x1758,Z24758179,COC(=O)c1cccc(NS(C)(=O)=O)c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1758a,True
fa1758b,FATAATA-x1758_B_401_v1,FATAATA-x1758,Z24758179,COC(=O)c1cccc(NS(C)(=O)=O)c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1758a,True
fa1762a,FATAATA-x1762_A_361_v1,FATAATA-x1762,Z254580486,CN(C)C(=O)Cn1cccn1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1762a,True
fa1762b,FATAATA-x1762_B_401_v1,FATAATA-x1762,Z254580486,CN(C)C(=O)Cn1cccn1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1762a,True
fa1763a,FATAATA-x1763_A_360_v1,FATAATA-x1763,Z2574937229,COc1ccc([C@H](N)c2ccccc2)cc1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1763a,True
fa1763b,FATAATA-x1763_B_401_v1,FATAATA-x1763,Z2574937229,COc1ccc([C@H](N)c2ccccc2)cc1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1763a,True
fa1766a,FATAATA-x1766_A_401_v1,FATAATA-x1766,Z262247854,COCC(=O)N[C@@]1(C)CCS(=O)(=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1766a,True
fa1766b,FATAATA-x1766_B_401_v1,FATAATA-x1766,Z262247854,COCC(=O)N[C@@]1(C)CCS(=O)(=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1766a,True
fa1769a,FATAATA-x1769_A_401_v1,FATAATA-x1769,Z2643472210,Cn1ccc(C(=O)NC[C@@H]2CCCO2)n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1769a,True
fa1769b,FATAATA-x1769_B_401_v1,FATAATA-x1769,Z2643472210,Cn1ccc(C(=O)NC[C@@H]2CCCO2)n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1769a,True
